iso3,unidad,autoridad,nivel,fecha_de_norma,url,version_archivada
SVK,Bratislava,"Zakon NR SR c. 241/1993 Z. z. o statnych sviatkoch, dnoch pracovneho pokoja a pamatnych dnoch — texto consolidado vigent",1,1993-10-27,https://www.slov-lex.sk/static/SK/ZZ/1993/241/20251101.html,PENDIENTE DE ARCHIVAR
SVK,Bratislava,"Zakon c. 311/2001 Z. z. Zakonnik prace — texto consolidado vigente al 1 de enero de 2026; articulos 101, 102, 103, 104, ",1,,https://www.slov-lex.sk/static/SK/ZZ/2001/311/20260101.html,PENDIENTE DE ARCHIVAR
SVK,Bratislava,"Zakon c. 261/2025 Z. z., de 24 de septiembre de 2025, por el que se modifican varias leyes en relacion con la consolidac",1,2025-10-09,https://www.slov-lex.sk/static/pdf/2025/261/ZZ_2025_261.pdf,PENDIENTE DE ARCHIVAR
SVK,Bratislava,Zakon c. 530/2023 Z. z. — consolidacion de las finanzas publicas; su artículo III modifica el paragrafo 2 apartado 3 de ,1,,https://www.slov-lex.sk/static/pdf/2023/530/ZZ_2023_530.pdf,PENDIENTE DE ARCHIVAR
SVK,Bratislava,"Zakon c. 380/2019 Z. z., que modifica el Zakonnik prace (paragrafo 103)",1,2019-11-19,https://www.slov-lex.sk/static/pdf/2019/380/ZZ_2019_380.pdf,PENDIENTE DE ARCHIVAR
SWE,Estocolmo,"Arbetstidslag (1982:673): 3 § (avvikelser genom kollektivavtal), 5 § (ordinarie arbetstid), 13 § y 13 a § (dygnsvila y n",1,,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/arbetstidslag-1982673_sfs-1982-673/,PENDIENTE DE ARCHIVAR
TUR,Estambul,Yillik Ucretli Izin Yonetmeligi — Reglamento de vacaciones anuales retribuidas,1,,https://www.mevzuat.gov.tr/File/GeneratePdf?mevzuatNo=5451&mevzuatTur=KurumVeKurulusYonetmeligi&mevzuatTertip=5,PENDIENTE DE ARCHIVAR
TUR,Estambul,2429 sayili Ulusal Bayram ve Genel Tatiller Hakkinda Kanun,1,,https://www.mevzuat.gov.tr/MevzuatMetin/1.5.2429.pdf,PENDIENTE DE ARCHIVAR
ARG,Buenos Aires,Ley 27.399 - Ley de establecimiento de feriados y fines de semanas largos,2,2017-10-18,https://servicios.infoleg.gob.ar/infolegInternet/anexos/280000-284999/281835/norma.htm,PENDIENTE DE ARCHIVAR
ARG,Buenos Aires,"Ley 20.744 (t.o. 1976) - Regimen de Contrato de Trabajo, arts. 150 a 157",2,,https://servicios.infoleg.gob.ar/infolegInternet/anexos/25000-29999/25552/texact.htm,PENDIENTE DE ARCHIVAR
ARG,Buenos Aires,"Ley 11.544 - Jornada de Trabajo (12 de septiembre de 1929), art. 1",2,1929-09-17,https://servicios.infoleg.gob.ar/infolegInternet/anexos/60000-64999/63368/texact.htm,PENDIENTE DE ARCHIVAR
AUS,Sídney,"Fair Work Act 2009 (Cth), ss. 87, 88 y 89 - National Employment Standards, Division 6 Annual leave",2,,https://www.legislation.gov.au/C2009A00028/latest/text,PENDIENTE DE ARCHIVAR
AUS,Sídney,"Public Holidays Act 2010 (NSW) No 115, s. 4 y Schedule 1",2,,https://legislation.nsw.gov.au/view/html/inforce/current/act-2010-115,PENDIENTE DE ARCHIVAR
AUS,Sídney,NSW Government - public holidays (portal oficial del estado),2,,https://www.nsw.gov.au/about-nsw/public-holidays,PENDIENTE DE ARCHIVAR
AUT,Viena,oesterreich.gv.at - Urlaubsanspruch (portal oficial de la Administracion austriaca),2,,https://www.oesterreich.gv.at/de/lexicon/U/Seite.991623,PENDIENTE DE ARCHIVAR
AUT,Viena,"Arbeitszeitgesetz (AZG), BGBl. Nr. 461/1969, §3 Normalarbeitszeit, en la versión vigente desde 01.07.1994 (BGBl. Nr. 446",2,,https://www.ris.bka.gv.at/Dokumente/Bundesnormen/NOR12095918/NOR12095918.html,PENDIENTE DE ARCHIVAR
BEL,Bruselas,Arrete royal du 30 mars 1967 determinant les modalites generales d'execution des lois relatives aux vacances annuelles d,2,,https://www.onva.fgov.be/sites/default/files/2022-02/1967_03_30_FR_2_0.pdf,"coordinacion del ONVA/RJV, mise a jour du 2022-05-09"
BEL,Bruselas,"SPF Emploi, Travail et Concertation sociale - Jours feries",2,,https://emploi.belgique.be/fr/themes/jours-feries-et-conges/jours-feries,PENDIENTE DE ARCHIVAR
BGR,Sofía,Министерство на труда и социалната политика - Отпуски (portal oficial del Ministerio de Trabajo),2,,https://www.mlsp.government.bg/otpuski,PENDIENTE DE ARCHIVAR
BGR,Sofía,"Ministerstvo na truda i sotsialnata politika - pagina oficial 'Rabotno vreme', que expone el regimen del Kodeks na truda",2,,https://www.mlsp.government.bg/rabotno-vreme,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Ministerio de Trabajo, Empleo y Prevision Social - Comunicado DGTHSO-004/26",2,2026-01-21,https://mintrabajo.gob.bo/wp-content/uploads/2026/01/COMUNICADO-DGTHSO-004-26.pdf,PENDIENTE DE ARCHIVAR
BRA,São Paulo,"Decreto-Lei 5.452 de 1943 - Consolidacao das Leis do Trabalho, arts. 129, 130, 134, 135 y 136",2,,https://www.planalto.gov.br/ccivil_03/decreto-lei/del5452.htm,PENDIENTE DE ARCHIVAR
BRA,São Paulo,"Lei 14.759 de 21 de dezembro de 2023 - institui o feriado nacional de 20 de novembro, Dia Nacional de Zumbi e da Conscie",2,2023-12-21,https://normas.leg.br/?urn=urn%3Alex%3Abr%3Afederal%3Alei%3A2023-12-21%3B14759,PENDIENTE DE ARCHIVAR
BRA,São Paulo,Lei 13.467 de 2017 - Reforma Trabalhista: nueva redaccion del art. 134 CLT,2,,sin-url-archivada,PENDIENTE DE ARCHIVAR
CAN,Toronto,"Employment Standards Act, 2000, S.O. 2000, c. 41 (Ontario) — Parte XI vacaciones, Parte X feriados publicos",2,,https://www.ontario.ca/laws/statute/00e41,PENDIENTE DE ARCHIVAR
CHE,Zúrich,"Bundesgesetz ueber die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz, ArG), SR 822.11 — Art. 20a Abs. 1",2,,https://www.seco.admin.ch/seco/de/home/Arbeit/Personenfreizugigkeit_Arbeitsbeziehungen/Arbeitsrecht/FAQ_zum_privaten_Arbeitsrecht/freizeit-und-feiertage.html,PENDIENTE DE ARCHIVAR
CHE,Zúrich,"Ruhetags- und Ladenoeffnungsgesetz del canton de Zurich (RLG), LS 822.4, de 26 de junio de 2000 — § 1",2,2000-12-01,https://www.zh.ch/de/politik-staat/gesetze-beschluesse/gesetzessammlung/zhlex-os/erlass-822_4-56-351.html,PENDIENTE DE ARCHIVAR
CHE,Zúrich,Kanton Zuerich — pagina oficial de Feiertage de la administracion cantonal,2,,https://www.zh.ch/de/wirtschaft-arbeit/arbeitsbedingungen/arbeitsssicherheit-gesundheitsschutz/arbeits-ruhezeiten/feiertage.html,PENDIENTE DE ARCHIVAR
CHE,Zúrich,"SECO — FAQ zum privaten Arbeitsrecht, Ferien",2,,https://www.seco.admin.ch/seco/de/home/Arbeit/Personenfreizugigkeit_Arbeitsbeziehungen/Arbeitsrecht/FAQ_zum_privaten_Arbeitsrecht/ferien.html,PENDIENTE DE ARCHIVAR
CHL,Santiago,"Ley 21.357 - Declara feriado el día del solsticio de invierno de cada año, Día Nacional de los Pueblos Indígenas",2,2021-06-19,https://faolex.fao.org/docs/pdf/chi204676.pdf,"documento generado por la Biblioteca del Congreso Nacional el 22-ago-2021, firmado digitalmente, codigo N1161743S344200"
CHL,Santiago,Direccion del Trabajo - consulta sobre el computo de los días habiles del feriado; cita el Dictamen 2028/133 de 07-05-19,2,,https://www.dt.gob.cl/portal/1628/w3-article-60177.html,PENDIENTE DE ARCHIVAR
CHL,Santiago,"Direccion del Trabajo - Dictamen general sobre la Ley N 21.561, que modifica el Código del Trabajo con el objeto de redu",2,,https://www.dt.gob.cl/portal/1626/articles-107884_recurso_63.pdf,PENDIENTE DE ARCHIVAR
COL,Bogotá,Ley 51 de 1983 (Ley Emiliani) — por la cual se traslada el descanso remunerado de algunos días festivos; modifica el art,2,,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=4954,PENDIENTE DE ARCHIVAR
COL,Bogotá,"Ley 2101 de 2021 (15 de julio), arts. 2 y 3. El art. 2 sustituye el art. 161 del Código Sustantivo del Trabajo",2,2021-07-15,https://www.funcionpublica.gov.co/eva/gestornormativo/norma_pdf.php?i=166506,PENDIENTE DE ARCHIVAR
CRI,San José,Ministerio de Trabajo y Seguridad Social — folleto oficial 'Vacaciones' (articulos 153 y 155 del Código de Trabajo),2,,https://escuelajudicialpj.poder-judicial.go.cr/Archivos/bibliotecaVirtual/otrasPublicaciones/brochures/Vacaciones.pdf,PENDIENTE DE ARCHIVAR
CRI,San José,"MTSS, comunicado de prensa 42-2020: '12 de octubre dejo de ser día feriado'",2,,https://www.mtss.go.cr/prensa/comunicados/2020/octubre/cp_42_2020.html,PENDIENTE DE ARCHIVAR
CRI,San José,"Constitución Política de la República de Costa Rica, artículos 58 y 59",2,,https://www.imprentanacional.go.cr/editorialdigital/libros/textos%20juridicos/constitucion_politica_digital_edincr.pdf,PENDIENTE DE ARCHIVAR
CZE,Praga,"Zakon c. 245/2000 Sb., o statnich svatcich, o ostatnich svatcich, o vyznamnych dnech a o dnech pracovniho klidu — § 1 y ",2,,https://ppropo.mpsv.cz/zakon_245_2000,PENDIENTE DE ARCHIVAR
CZE,Praga,"Zakon c. 262/2006 Sb., zakonik prace, §79 Stanovena tydenni pracovni doba",2,,https://e-sbirka.gov.cz/sb/2006/262/2026-01-01?zalozka=text,PENDIENTE DE ARCHIVAR
DEU,Berlín,"Gesetz ueber die Sonn- und Feiertage (Feiertagsgesetz Berlin, FTG), § 1; el Frauentag se incorpora por Artikel 2 des Ges",2,,https://www.berlin.de/sen/inneres/buerger-und-staat/verfassungs-und-verwaltungsrecht/artikel.1435639.php,PENDIENTE DE ARCHIVAR
DOM,Santo Domingo,"Código de Trabajo de la República Dominicana (Ley 16-92), arts. 146, 147, 148, 163, 164 y 165",2,,https://mt.gob.do/wp-content/uploads/2024/07/codigo_de_trabajo.pdf,PENDIENTE DE ARCHIVAR
ECU,Guayaquil,"Código del Trabajo, Codificación 17, Registro Oficial Suplemento 167 de 16 de diciembre de 2005; artículos 47, 50, 51 y ",2,,https://www.ces.gob.ec/lotaip/2020/Junio/Literal_a2/C%C3%B3digo%20del%20Trabajo.pdf,PENDIENTE DE ARCHIVAR
ESP,Madrid,"Real Decreto Legislativo 2/2015, texto refundido de la Ley del Estatuto de los Trabajadores, artículo 34 (Jornada), apar",2,,https://www.boe.es/buscar/act.php?id=BOE-A-2015-11430,PENDIENTE DE ARCHIVAR
FIN,Helsinki,"Vuosilomalaki 162/2005 — Ley de vacaciones anuales, texto consolidado vigente",2,,https://opendata.finlex.fi/finlex/avoindata/v1/akn/fi/act/statute-consolidated/2005/162/fin@20250742,PENDIENTE DE ARCHIVAR
FIN,Helsinki,"Kirkkolaki 652/2023, 1 luku 6 § — Ley de la Iglesia, fiestas eclesiasticas",2,,https://opendata.finlex.fi/finlex/avoindata/v1/akn/fi/act/statute-consolidated/2023/652,PENDIENTE DE ARCHIVAR
FIN,Helsinki,"Kirkkojarjestys 657/2023, 4 § — Ordenanza eclesiastica, determinacion de la fecha de las fiestas",2,,https://opendata.finlex.fi/finlex/avoindata/v1/akn/fi/act/statute-consolidated/2023/657,PENDIENTE DE ARCHIVAR
FIN,Helsinki,Laki itsenaisyyspaivan viettamisesta yleisena juhla- ja vapaapaivana 388/1937,2,,https://opendata.finlex.fi/finlex/avoindata/v1/akn/fi/act/statute-consolidated/1937/388,PENDIENTE DE ARCHIVAR
FIN,Helsinki,Laki vapunpaivan jarjestamisesta tyontekijain vapaapaivaksi eraissa tapauksissa 272/1944,2,,https://opendata.finlex.fi/finlex/avoindata/v1/akn/fi/act/statute-consolidated/1944/272,PENDIENTE DE ARCHIVAR
FIN,Helsinki,"Kirkkolaki 1054/1993, 4 luku 3 § — norma antecesora, para la comparacion de la ventana",2,,https://opendata.finlex.fi/finlex/avoindata/v1/akn/fi/act/statute-consolidated/1993/1054,PENDIENTE DE ARCHIVAR
FRA,París,"Code du travail, Partie legislative, Livre I, Titre III, Chapitre III — Jours feries (articles L3133-1 a L3133-12)",2,,https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072050/LEGISCTA000006178007/,PENDIENTE DE ARCHIVAR
FRA,París,"Code du travail, article L3133-1 — liste des fetes legales",2,2016-08-10,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000033020901,PENDIENTE DE ARCHIVAR
FRA,París,"Code du travail, article L3141-3 — duree du conge paye",2,,https://code.travail.gouv.fr/code-du-travail/l3141-3,PENDIENTE DE ARCHIVAR
FRA,París,"Code du travail, articles L3141-15 y L3141-16 — fijacion de la periode de prise des conges y de l'ordre des departs",2,,https://code.travail.gouv.fr/code-du-travail/l3141-16,PENDIENTE DE ARCHIVAR
FRA,París,Fiche officielle «Jour ferie pendant les conges d'un salarie : quelles sont les regles ?» — Code du travail numerique / ,2,,https://code.travail.gouv.fr/fiche-service-public/jour-ferie-pendant-les-conges-dun-salarie-quelles-sont-les-regles,PENDIENTE DE ARCHIVAR
FRA,París,"Code du travail, art. L3121-27 - duree legale de travail effectif",2,,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000033020376,PENDIENTE DE ARCHIVAR
GBR,Londres,"Banking and Financial Dealings Act 1971, c.80 — section 1 y Schedule 1",2,,https://www.legislation.gov.uk/ukpga/1971/80,PENDIENTE DE ARCHIVAR
GBR,Londres,"The Working Time Regulations 1998, SI 1998/1833 — regs 13, 13A, 15, 15A",2,,https://www.legislation.gov.uk/uksi/1998/1833,PENDIENTE DE ARCHIVAR
GBR,Londres,gov.uk — «Holiday entitlement» (guia oficial del gobierno del Reino Unido),2,,https://www.gov.uk/holiday-entitlement-rights,PENDIENTE DE ARCHIVAR
GBR,Londres,"The Employment Rights (Amendment, Revocation and Transitional Provision) Regulations 2023, SI 2023/1426",2,2024-01-01,https://www.legislation.gov.uk/uksi/2023/1426,PENDIENTE DE ARCHIVAR
